Weight,Activity,Age,Height,Income,Sex
68.3,,19,179,2.51,Male
78.6,,44,172.4,0,Male
83.1,,35,169.5,2.81,Female
99,,76,161.2,,Female
60.8,,23,181.3,2.95,Male
58.4,6,15,171.6,5,Female
65.2,,70,167.6,1.32,Male
23.9,2,7,124.6,5,Female
56.3,,41,160.2,4.95,Female
,,51,,1.88,Male
90.2,,64,170,3.75,Male
96.7,,76,187.3,2.1,Male
90.1,,64,167.5,4.62,Female
36.3,7,8,134.4,5,Male
58.8,0,14,176.9,3.92,Male
95.6,,53,174.6,,Male
95.8,,37,181.7,1.84,Male
75.3,,31,158.3,1.35,Female
6.8,,0,,0.11,Male
106.5,,45,164.4,3.09,Female
82.3,,63,177.8,3.87,Male
20.2,7,6,116.6,1.86,Male
88.2,,61,166,1.49,Female
11.5,,0,,2.53,Male
87,0,13,161.2,2.98,Female
6.8,,0,,0.55,Female
101,,79,157.9,1.51,Female
40.2,7,9,148.1,1.5,Female
55.6,,53,146.2,0.84,Female
43,7,11,136.6,5,Female
70.6,,49,155.6,3.63,Female
,,80,,,Male
9,,0,,4.28,Male
119.6,,58,170.6,1.75,Male
17.1,7,4,107.8,0.05,Female
29.4,7,7,126.1,2.82,Male
,,80,,1.62,Female
45.2,7,11,159.1,0.82,Female
91.3,,21,165,0.95,Female
16.2,7,4,95.8,2.46,Male
91.9,,27,162.4,1.29,Female
14.1,0,2,93.2,0.25,Female
75.9,,36,161.5,0.13,Female
86.2,,48,153.1,2.82,Female
97.1,,75,172.9,5,Male
43.5,1,12,152.2,2.48,Female
85.2,,16,176.9,2.79,Male
109,,29,165.2,4.33,Male
81.1,,22,169.5,4.94,Male
43.6,3,13,154.4,0.54,Male
39.2,5,9,135.5,5,Male
44.7,,37,154.9,4.96,Female
19.1,3,6,109,1.36,Male
15.6,2,3,97,0.65,Female
90.5,,17,200.7,,Male
100.1,,17,178.4,1.76,Male
81.5,,32,172.3,1.1,Female
22.9,7,6,114.9,0.82,Female
66.7,,32,165.4,0.74,Female
21,5,7,124.5,1.57,Male
83,,69,171.5,2.02,Male
75.1,,62,163.7,4.06,Female
108.6,,46,153.7,0.75,Female
,,36,,0.99,Male
56.2,,80,164.6,2.76,Female
96.4,,34,165.3,1.28,Female
38.3,4,7,130.4,2.81,Female
85,,80,178.2,3.01,Male
52.4,,18,162.3,2.29,Female
56.8,1,14,168.9,0.74,Male
58.7,6,14,166.7,1.23,Female
7.3,,0,,,Female
85.6,2,13,163,3.22,Male
58.7,,80,166.6,,Male
17.7,7,6,108.7,0.82,Male
66,,18,170.9,0.83,Male
71.8,,64,174.9,1.23,Male
26.8,7,7,133.5,0.42,Female
55.3,,28,154.9,1.73,Female
57.9,,79,147.6,1.49,Female
13.3,7,2,95.3,2.47,Female
107.4,,49,163.6,1.55,Male
10.7,,1,,0.4,Female
58.8,5,14,161.8,,Male
74.6,,52,170.2,,Male
86.4,,27,171.6,,Male
130.3,,22,183.4,5,Male
22.7,7,8,121,0.25,Female
18.4,7,3,104.9,0.42,Male
47.8,,16,163.7,2,Male
88,,63,156.4,1.24,Female
96.3,,65,172.2,1.44,Male
72.2,,33,145.8,0.94,Female
87.3,,58,166.7,2.45,Female
10.9,,1,,2.06,Female
78.4,5,13,166.3,3.57,Male
104.5,,56,147.1,1.87,Female
8.1,,0,,2.21,Male
62.1,,60,155.5,0.78,Female
11.9,4,2,84.1,2.78,Male
64.8,,27,166.4,0.97,Female
71.9,7,11,160.6,0.99,Female
87.2,,34,164.9,2.2,Female
7.4,,0,,0.88,Male
58.3,,16,154.4,1.04,Female
48.8,7,8,135.4,0.61,Male
54.1,,33,166.6,,Male
91,,17,163.7,1.41,Male
19.5,3,5,109.2,0.91,Female
14.8,7,2,89,4.95,Female
59.5,,18,167.2,4.12,Male
69.9,,66,150,,Female
65.4,,23,159.8,1.85,Female
38,5,12,141.2,3.99,Male
17.6,7,6,110,,Male
128,,17,180.4,5,Male
20.5,6,6,117,2.14,Male
40.9,1,10,149.7,5,Female
17.2,7,4,109.3,5,Male
54.6,,24,159.3,0.2,Male
,,52,,5,Male
53.3,,67,153.5,3.77,Female
11.8,7,2,85.3,3.3,Female
110.9,,67,179.3,3.06,Male
76.8,,60,163.3,0.1,Female
85.9,,68,165.6,1.06,Male
86.8,,60,174.2,1.88,Male
82.8,,66,151.6,,Female
31.3,7,9,134.6,0.9,Female
49.3,4,15,157.8,5,Female
76.5,,54,162.7,,Male
,,41,,3.01,Male
52.6,,21,164.9,5,Female
,2,6,,1.29,Male
70.2,,65,165.8,2.5,Female
60.6,,68,159,2.49,Male
62.7,,21,170.8,,Male
68.5,,77,177.2,0.95,Male
45.2,7,11,154.9,5,Male
91.9,,51,161.7,2.24,Female
,,46,,4.12,Female
65.6,,28,172.4,4.12,Female
88.7,,42,169.4,0.86,Female
84.5,,27,165.1,1.49,Female
88,,39,176.9,4.73,Male
69.1,7,15,160.7,2.26,Male
7.3,,0,,0.49,Male
142.4,,57,178.9,2.95,Male
16.6,5,6,120.3,3.15,Female
79.6,,26,179.1,0.77,Male
100.6,,45,185.3,2.47,Male
6.7,,0,,5,Male
81.5,,36,161.3,4.25,Male
94.7,,37,176.9,5,Male
113.2,,31,167.7,0.34,Female
,,38,,3.7,Female
5.9,,0,,5,Female
85.1,,78,180.5,5,Male
15.5,7,3,98.5,2.64,Female
83.6,,20,158.9,1.27,Female
65.1,,55,160.7,5,Female
77,,19,170.2,1.07,Male
78.3,,60,,3,Female
24,7,8,120.4,5,Female
41.3,5,10,139.4,1.28,Female
5,,0,,0.79,Male
62.5,,30,155.2,0.77,Female
70.1,,71,147.5,4.43,Female
95.8,,57,163.2,0.51,Female
12.5,,1,,0.31,Male
46.8,,65,157.2,0.72,Female
101,,22,175.2,0.92,Female
25.7,5,8,127,1.14,Female
65.9,,80,148.9,2.19,Female
88.5,,35,155.3,1.94,Female
120.9,,44,166.8,2.06,Female
76,,18,177,4.12,Male
65.4,,35,153.5,,Female
48.3,,18,149.6,3.22,Female
64.3,,80,154.3,1.08,Female
72.9,,49,164.5,1.6,Male
52.5,,39,156.6,5,Female
57.9,,50,156.8,0.21,Male
66.1,,40,156.5,1.41,Female
76.8,,42,170.7,0.4,Male
15.9,3,3,100.1,0.35,Male
61,,27,169.3,0.62,Female
92.4,,69,176.6,5,Male
128.2,,27,191.9,2.23,Male
78.6,,57,168,5,Male
106.5,,54,179.7,5,Male
96.3,,34,156.4,1.26,Female
70.8,,33,160.5,,Female
54.9,,43,166.8,,Female
16.1,7,3,105.1,5,Male
7.1,,0,,1.94,Male
18.1,7,4,109.1,1.1,Female
81.3,,24,162.8,2.64,Female
111.6,,61,183.5,,Male
72,,45,163.7,3.87,Male
19.5,3,5,112.5,0.02,Female
,,52,,,Female
114.5,,38,174.5,3.54,Male
66.7,,17,152.1,1.52,Female
81.1,,18,158.1,2.41,Female
69.7,,80,155.2,2.93,Female
73.8,,31,162.2,4.28,Female
44.7,5,8,137.9,3.16,Male
40.7,5,12,153.5,2.89,Female
102.7,,33,171,1.2,Male
81.1,,69,170.4,0.8,Male
85.5,,55,161.2,1.2,Male
53,,28,161.7,5,Female
76.6,,32,176.4,1.27,Male
134.4,,39,174,3.37,Male
41,4,10,146.3,1.69,Male
69.4,,70,148,0.08,Female
,,18,,0.98,Male
13.2,7,2,91.2,0.02,Male
108.7,,30,170.5,,Female
86.2,,35,171.9,3.51,Male
51.8,,62,161.5,0,Female
97.9,,80,174.9,,Male
91.7,,41,173.5,4.3,Male
46,2,15,160.6,2.09,Female
27.7,7,8,125.9,,Female
80.4,,38,172.8,5,Male
76.9,,70,172.3,5,Male
30.8,3,10,140.2,0.43,Female
75,,73,167.6,5,Male
28,6,9,134.3,1.73,Male
59.9,,42,154,3.67,Female
,7,2,,5,Female
128.1,,63,169.2,5,Male
11.1,,1,,1.26,Male
78.2,,55,167.5,0.5,Female
6.5,,0,,1.43,Female
95.6,,35,181.8,1.64,Male
52.8,,41,155.6,1.84,Female
78.9,,16,169.5,3.17,Male
123,,62,178.9,3.99,Male
70.9,,43,170.1,3.71,Female
72.5,,27,179.1,1.49,Male
99.9,,57,185,2.13,Male
64.6,,17,163.3,1.32,Male
132.5,,35,189.3,4.02,Male
17.6,5,5,106.7,1.69,Male
63.9,,43,169.8,0.87,Male
81.7,,45,156.5,3.54,Female
64.4,,65,162.9,3.68,Female
56.3,,19,166.1,2.67,Female
,3,2,,1.76,Male
19.6,7,4,109.9,2.67,Male
60.8,,23,161.5,2.5,Female
61,,26,159.5,1.41,Male
75.5,,33,148,0.56,Female
68.3,,29,159.5,4.39,Female
118.5,,29,176.3,0.75,Male
56.1,,58,148.8,1.03,Male
21.1,7,6,114.3,1.89,Male
110.5,,55,175.3,5,Male
48.6,7,9,141.1,1.69,Male
67.9,,49,165.4,,Female
72.9,,50,156.3,1.07,Female
,,17,,0,Male
71.7,,18,179.8,,Male
9.9,,1,,0.51,Male
,,45,,5,Female
93,,65,181.1,0.83,Male
55,,59,155,0.03,Female
68.9,,30,161.5,2.59,Female
8.3,,0,,0.51,Male
144.1,,61,165.9,,Male
85.6,,73,150.4,0.73,Female
80.9,,29,169.4,0.89,Male
99.5,,53,180.3,5,Male
75.8,,38,187.4,0.94,Male
66.2,,42,162.7,0.91,Male
14.6,7,2,89.4,4.3,Female
13.4,,1,,0.28,Female
60.9,,56,153,5,Female
68.7,1,13,155.7,2.82,Female
61.9,,63,176.6,2.2,Male
17.7,7,4,108.4,3.41,Male
15.3,7,4,99.7,3.99,Female
8.8,,0,,5,Female
92.3,,55,160.7,0.62,Female
66.1,,75,165.3,1.56,Male
71,,44,155.8,1.23,Female
153.6,,25,155,2.33,Female
92.5,,46,177.5,5,Male
,,19,,1.76,Female
15.6,7,4,106.9,1.41,Male
53.5,,48,154.7,1.62,Female
30.1,7,8,128.2,0.58,Female
81,,42,163.6,2.46,Female
62.9,,80,163.3,0.68,Male
16.5,7,3,97.7,1.84,Male
56.4,,16,163.1,0.23,Male
,,80,,3.98,Female
92.7,,53,166.9,,Male
45.1,,37,153,1.19,Female
84.8,,62,148.7,1.4,Female
72.4,,39,165.2,2.38,Male
76.6,,41,175,5,Male
46.6,5,12,157,1.23,Female
55.9,,64,154.2,4.96,Female
9.4,,0,,0.99,Female
34.2,0,11,144,0.68,Male
82.6,,46,163.5,4.22,Female
135.5,,28,182.7,0.98,Male
41.1,6,9,135.8,5,Male
,7,9,,1.83,Male
75.2,,69,167.9,,Male
26.7,7,6,120.5,3.14,Female
58.8,,40,159.6,1.19,Female
62.9,3,12,158.3,1.94,Female
8.7,,0,,2.26,Male
79.6,,56,154.1,0.94,Female
64.1,3,11,161.2,0.05,Female
63.7,,80,156.3,0.81,Female
,7,10,,5,Female
101.6,,29,176.9,4.08,Male
71.1,,47,175.3,5,Female
87.3,,29,176.2,1.35,Male
6.7,,0,,1.69,Female
61.5,,67,149.9,0.08,Female
80.7,,30,162.7,5,Female
,,78,,,Female
75.4,,36,167.6,,Female
82.4,,30,167.3,0.95,Female
91,,52,161.5,4.06,Female
106.8,,43,179.3,3.22,Male
92.5,,68,158,2.59,Female
70.8,,58,167.6,5,Female
19.6,7,5,112.2,3.47,Male
80.7,,21,175.2,3.92,Male
95.8,,69,174.1,1.3,Female
57.7,,25,164,1.27,Female
53,5,13,153.5,1.24,Male
12.6,,1,,4.29,Male
63.6,,52,148,1.28,Female
66.6,,36,158.2,0.74,Female
11.6,7,2,89.2,2.43,Female
66.2,7,14,150.4,0.74,Female
98.4,,40,172.6,2.96,Male
70.2,,36,162.7,,Male
74.4,,80,156.3,,Female
,,26,,0.25,Male
74.4,,60,157.8,3.68,Female
,,72,,,Male
15.5,7,2,88.9,5,Male
70,7,14,169.2,1.73,Male
73.2,,24,189.4,2.27,Male
60.4,,73,158.7,4.48,Female
138.2,,62,173.4,0.81,Female
73.3,,22,173.8,4.67,Male
100.6,,52,158.4,1.47,Female
133.1,,32,164.6,1.38,Female
77.7,,57,156.1,0.82,Male
5.3,,0,,5,Female
70.6,,25,173.3,1.91,Male
107.4,,43,178.9,0.82,Male
89.1,,38,168.3,0.42,Male
29.7,7,8,132.6,1.53,Male
63.1,,30,157.7,4.96,Female
129,,36,178.5,1.16,Male
33.7,1,9,134.3,1.32,Male
38.1,1,10,137.6,,Female
17.7,2,5,107.2,0.98,Male
27.9,7,7,127.4,,Male
,,0,,0.74,Male
63.7,,67,167.6,5,Female
55.4,7,11,163.2,0.61,Female
67.8,,25,173,0.3,Male
18.2,7,6,112.5,0.46,Female
48.7,7,11,152,1.47,Male
139.8,,30,178.5,2.1,Male
13.5,7,2,91.2,1.52,Male
50.7,,14,161.2,2.18,Female
27.7,3,9,138.6,0.74,Male
59.4,,24,159.5,1.34,Female
85.4,,37,177.8,2.36,Male
88.2,6,15,158.6,1.81,Female
69.7,,53,156.9,5,Female
96.9,,29,181.4,5,Male
,1,12,,,Female
89.1,,40,177.1,0,Male
62.8,,40,163.3,4.46,Female
82.3,,54,181.5,3.38,Male
15.5,7,2,96.4,5,Male
104.9,,29,167.5,1.23,Male
,,48,,4.12,Male
,,56,,,Female
70,5,13,152.4,1.42,Male
60.1,,36,162.1,1.32,Male
64.4,,79,139.6,,Female
,,28,,1.32,Male
,,35,,,Male
70,,63,173.3,0.89,Male
82,,70,159.1,2.02,Female
64.4,,63,159.5,,Female
59.9,3,11,162.3,0.92,Male
,,21,,2.82,Male
,,80,,,Female
56.3,,26,163.3,,Male
,7,6,,2.46,Male
43.1,0,8,124.7,0.55,Female
6.1,,0,,1.5,Male
,7,6,,5,Male
85.3,,40,172,0.98,Male
57.7,5,14,170,2.24,Female
94.6,,56,154.6,1.55,Female
7.7,,0,,0.9,Female
4.6,,0,,0.98,Male
95,0,14,169.2,2.52,Male
32.2,7,7,130.2,2.51,Male
15.3,3,2,90.2,3.2,Female
71.2,,22,172.7,,Male
11,,1,,,Male
73.4,,16,169.3,,Female
57.5,,44,161.1,0.4,Female
,,14,,3.52,Female
15,7,3,93.4,2.14,Female
78.1,,33,172.3,2.63,Male
115.2,,41,184,4.73,Male
11.4,7,2,84.7,0.71,Female
127.2,,59,181.1,1.75,Male
61.5,,69,153.5,0.82,Female
94.3,,60,161,4.36,Male
,,31,,0.27,Female
7.8,,0,,0.48,Female
10.4,,1,,0.25,Male
7,,0,,2.89,Female
84.9,,20,176.8,1.15,Male
65.7,,31,162.8,0.52,Female
,,0,,5,Female
81,,79,165.6,3.14,Female
81.8,,48,172.9,0.92,Male
92.6,,22,166.1,0.74,Female
77.8,,58,171.8,5,Male
92.3,,65,162.7,1.81,Female
95.3,,38,181.5,1.83,Male
28.6,7,8,132.5,,Male
,,18,,5,Female
57.1,,74,150.6,,Male
13.1,,1,,1.32,Male
85.7,,80,163.1,0.9,Male
72,,36,158.3,1.07,Female
81.5,,43,173.7,5,Male
27.5,5,8,131.3,,Male
102.1,5,14,179.2,0.59,Male
62.8,,39,160.5,,Female
67.2,,19,175.9,5,Female
30.2,5,8,130.9,0.26,Female
53,0,15,167.9,5,Male
15,7,2,88.5,2.81,Male
89,,67,159.4,2.27,Female
50.7,4,11,152.7,1.58,Male
42.3,,37,153,4.86,Female
79.2,,49,166.9,0.31,Male
5.2,,0,,2.11,Female
21.3,7,4,113.3,1.28,Male
82.2,,71,154.5,0.71,Female
53.3,7,15,159.3,5,Female
10,,0,,4.49,Male
54.1,,56,158.9,1.24,Female
52.5,,19,160.7,1.23,Male
100.4,0,13,163.2,2.24,Male
42,4,13,154.4,3.33,Female
23.8,7,6,116.5,0.18,Male
49.3,,31,140.7,0,Female
39.3,0,8,147.4,3.47,Female
84.4,,76,163.3,1.41,Male
59.3,,80,156.9,1.26,Female
59.2,,22,167.5,2.06,Male
78.8,,70,157,0.31,Male
10.3,,1,,0.82,Male
68.4,,75,157.5,0.47,Female
61,1,12,153.3,1.23,Female
,,80,,0,Male
12.2,,1,,0.44,Male
61.7,,40,163.5,2.11,Female
67,5,15,166.2,,Male
107.8,,22,180.2,5,Male
89.1,,44,166.4,0.74,Female
65.4,,27,159.6,,Female
95.7,,63,165.2,,Female
39.6,,58,165,,Female
88.3,,59,177,,Male
,,14,,0.84,Female
16.9,4,4,104.4,0.08,Male
78.2,,31,159.1,3.79,Female
93.6,,42,177.3,1.61,Male
79.9,,29,153.9,1.84,Female
90,,18,168.9,1.1,Male
,,62,,,Female
30.9,7,12,145.2,5,Male
61.9,,46,152.8,0.69,Male
89.3,,43,170.3,1.74,Female
88,,44,175.2,1.82,Male
105.7,,61,179.6,3.64,Male
73.9,,58,172.2,4.06,Male
29.2,7,9,142.3,2,Male
70.6,,56,158.4,,Female
34.1,7,6,121.4,0.22,Male
67.1,,59,159.1,1.07,Male
27.1,2,9,128.1,3.15,Female
122.9,,58,194.3,0.93,Male
69.3,,70,160,5,Female
66.7,,77,164.4,2.27,Female
27.1,7,8,129.5,1.47,Male
92.9,,19,174.9,0.61,Male
51.5,,36,163.2,2.61,Female
28.4,5,9,133.8,3.72,Female
61.1,,53,159.4,5,Female
5.5,,0,,0.95,Female
77.8,,52,170.7,2.08,Male
91.1,,48,181.4,5,Male
113.8,,62,188.9,1.38,Male
90.6,,20,158.3,1.22,Female
32.6,7,8,137.8,4.32,Male
59.5,,29,162.4,3.2,Female
78.4,,71,168.1,5,Female
45.2,,44,150.5,2.67,Female
55.1,,56,149.4,2.39,Female
62.4,,23,162.8,1.27,Female
53.2,,70,148,0.55,Female
66.9,,43,167.7,0.71,Female
40.1,,17,154.7,1.06,Female
11.3,,1,,5,Female
67.7,,67,169.3,5,Male
63.1,,39,172.2,3.7,Female
63.1,,20,166.7,0.92,Male
60.6,,26,170.5,2.97,Female
88.1,,19,161.1,4.22,Female
123.1,,33,184.5,2.22,Male
14.1,7,2,91,3.52,Female
34,5,6,122.8,2,Female
56,4,14,161.2,5,Female
26.7,1,6,121.7,1.76,Male
64.5,,21,165,2.97,Male
89.8,,27,187.3,5,Male
69.6,,78,161.1,1.35,Male
70.3,2,12,161.9,4.16,Female
,,64,,1.98,Male
72.5,,67,171.3,0.7,Male
38.8,0,11,142.3,,Female
,7,11,,0.61,Male
4.1,,0,,0,Male
76.7,,68,175.2,0.7,Male
40.3,,31,155.9,1.25,Female
12,7,2,,2.99,Male
12.5,,1,,1.76,Female
,,13,,3.52,Male
26,7,7,123.5,1.69,Female
89.5,,28,152.1,3.77,Female
65.4,,75,158.8,0.94,Female
35.3,7,9,139.2,3.2,Male
34.2,3,9,141.1,4.95,Male
86.5,,27,175.1,0.75,Male
11.1,,1,,0.53,Female
26.5,5,9,133.8,1.23,Female
84.3,,38,177.5,1.7,Male
25.3,1,8,129.8,4.28,Female
22.4,2,5,111.6,5,Male
54.6,,52,168,2.76,Female
91.2,,31,148.6,1.49,Female
88.6,,65,168.4,2.18,Male
12.9,7,3,91.6,1.69,Female
78.2,1,15,162.5,1.77,Female
101.2,,80,172.2,1.51,Male
57.9,,58,159.5,5,Female
12.4,7,2,,0.14,Female
26.8,7,9,130.3,1.03,Male
109,1,12,168.4,0.89,Male
68.7,,34,171.2,2.48,Male
77.1,,36,176.8,5,Female
22.5,7,6,120.5,1.46,Female
30.6,2,11,138.7,1.82,Male
108.6,,73,172.8,1.57,Male
14.7,7,3,93.8,,Female
31.7,7,9,141.1,3.24,Female
57.4,,19,158.5,0,Female
76.7,,17,184.7,2,Male
87.6,,55,189.2,2.3,Male
120.1,3,14,182.5,,Male
32.8,7,7,125.4,,Male
61.2,5,9,150,1.96,Female
49.5,,57,166.3,1.79,Female
34.4,4,12,150.8,1.58,Male
12.4,,1,,2.92,Male
56.6,,51,155,1.84,Female
66.4,,80,174.3,0.35,Male
55.4,,76,165.7,5,Male
85.7,,61,182.6,1.28,Male
44.6,,17,150.3,0.92,Female
87.1,,51,158.7,2.73,Female
83.4,,43,165.2,,Male
61.5,,54,161.1,3.62,Male
75.3,1,13,166.4,1.05,Male
9.2,,0,,4.07,Male
14.3,,1,,2.84,Female
84,,47,169.8,1.24,Male
74,,38,187.1,5,Male
85.5,,80,161.6,3.03,Male
58.7,,35,168.2,,Female
26.5,7,6,120.6,2.58,Male
48,,60,163.4,5,Female
,,0,,0.06,Male
93.7,,27,155,,Female
60.3,,27,171.3,2.27,Male
102.1,,30,165.7,2.53,Female
67.8,,52,172.2,2.55,Male
52.1,,18,156.8,1.96,Female
109.6,,33,172.9,,Male
47.9,0,15,172.3,5,Male
68.6,,54,168.2,0,Female
70,,52,154.4,0,Female
73.8,,68,167.2,4.12,Male
93.7,,53,182.3,5,Male
8,,0,,1.65,Female
24.6,3,4,111.1,1.43,Female
8.7,,0,,0.64,Male
39.4,7,14,156.1,0.26,Male
68,5,15,161.2,1.23,Male
,,0,,0.84,Female
31.4,7,10,135.1,4.99,Male
16.6,7,5,102.7,3.5,Male
24.5,7,7,123.3,2.39,Male
36.2,3,8,139.7,5,Female
10.5,,0,,2.46,Male
11.3,,1,,2.16,Male
18.8,7,6,113.5,0.4,Female
25.6,7,9,128,0.3,Female
82.8,,43,175.9,4.94,Male
30.6,2,7,121.5,1.76,Male
14.2,,1,,2.24,Male
98.8,,63,170,0.82,Male
70.2,,80,171.4,0.82,Male
65.4,,80,166.5,1.56,Male
14,2,2,86.2,,Female
102.4,,54,168,0.17,Male
11.9,,1,,5,Male
54.3,,38,165.4,2.96,Female
49.5,,46,165.4,,Female
70.1,,30,162.7,5,Female
17.7,7,6,105.1,,Male
123.8,,42,168.3,1.23,Female
62.1,,55,164.7,1.14,Male
70.6,,52,150.6,0.85,Female
,,65,,4.06,Male
75.5,,37,160,1.42,Female
68.9,,54,169.3,5,Female
63.5,,16,172.4,4.3,Male
,7,10,,0.95,Female
58.8,7,10,146.6,5,Male
104.8,,42,164.3,2.67,Female
43.7,,80,137.9,0.72,Female
63.1,,17,154.9,0.91,Female
60.6,,39,161,5,Female
80.5,,44,174.9,2.07,Male
12.9,7,2,87.7,1.49,Male
11.9,,1,,2.48,Female
78.5,,80,153.2,1.88,Female
66.9,,37,154.9,1.23,Female
86.7,,19,161.5,0.22,Male
106,,57,180.4,3.12,Male
66.4,6,14,168.3,,Male
77.7,,22,176.8,1.36,Male
15,,0,,4.62,Male
23.9,7,7,123,1.47,Male
21.9,7,4,108.1,1.65,Male
70.6,,56,170.5,,Female
77.1,1,15,179.2,0.21,Male
101.9,,50,182,5,Male
94.2,,34,171.4,1.49,Female
70.2,,44,148.8,,Female
51.6,,16,156.7,0.55,Female
,,32,,3.91,Female
,,37,,,Female
120.7,,49,166.4,1.39,Female
36.8,7,11,153.1,0,Male
86.7,,52,184.9,0.94,Male
77.6,,37,175.2,2.02,Male
98.6,,68,176.6,0.35,Male
53.5,5,10,145,0.2,Male
70,,17,162.2,,Female
19.6,5,6,111.8,1.36,Female
105.6,,80,154.4,0.92,Female
26.3,7,5,114.8,,Female
92,0,12,169.4,0.56,Male
43.9,2,15,152.4,,Female
75.9,,17,176.6,1.07,Male
32.7,5,9,146.2,2.46,Male
53.7,0,13,150.4,5,Female
128.8,,44,178.2,5,Male
10,,1,,0.63,Female
47.6,7,11,147.6,0.41,Male
115.9,,18,163.8,1.42,Female
81.1,,75,168.7,2.01,Male
55.5,2,10,145.3,0.82,Male
81.4,,55,168.4,1.59,Male
103.8,,80,173.3,5,Male
,,60,,1.53,Male
79,,52,179.7,2.08,Male
50.3,,25,164.1,,Female
64.8,3,15,175.2,3.97,Male
73,,66,162.4,0.84,Female
70.8,,37,182.6,5,Female
29.1,7,4,113.4,2.08,Female
,,20,,0.55,Male
105.8,,17,185,5,Male
19.8,7,5,113.6,2.79,Male
16.7,5,4,106.7,3.71,Male
,,77,,0.77,Male
67.2,5,15,173.2,1.07,Male
18.9,6,5,112.7,5,Male
61.1,,80,156.1,,Female
63.5,,27,169.9,1.24,Female
41.2,7,11,146.2,5,Male
19.6,7,4,109.8,0.68,Female
78.2,,62,170.4,3.61,Male
82.9,,46,149.7,4.74,Female
60.2,,33,163.5,0.77,Female
29.5,7,6,121.6,1.49,Male
76.3,,17,178.7,1.44,Male
57.1,,17,167.4,1.41,Male
33.5,7,5,115.4,0.53,Male
64.6,,59,170.7,,Male
67,6,10,153.3,1.23,Male
78.4,,36,164.9,2.46,Female
71,,27,157.1,4.39,Female
95.7,,45,158.7,,Female
4.8,,0,,4.74,Male
65.2,1,14,161,,Female
20.7,7,6,118.1,1.48,Male
26.5,7,8,130.8,3.09,Male
12.9,7,3,89.9,0.33,Female
81.6,,80,156.6,0.81,Female
31,7,8,131.6,,Male
64.6,,22,168.2,5,Male
62.9,,17,154.9,1.58,Female
19.1,4,4,112,3.29,Male
61.5,,16,162,1.07,Female
68.4,,39,174.9,3.52,Female
106.4,,77,160.4,,Female
38,7,11,148.5,1.26,Female
,,61,,4.06,Male
23.5,7,3,106.6,0.91,Female
104,,17,174.8,1.23,Male
70.2,,18,152,1.65,Female
65.9,,19,158.5,5,Female
49.2,,26,163.4,0.94,Female
63.8,,41,160.3,1.56,Female
33.8,3,11,140.3,3.52,Female
10.5,,0,,0.39,Female
18.9,7,3,106.9,1.41,Female
,,69,,0.76,Female
13.5,7,2,89.2,,Female
91.7,,70,167.9,1.79,Male
79.8,,78,167.5,1.84,Female
78.7,,66,171.6,,Male
39.7,4,15,160.3,0.2,Male
37.2,7,12,142.2,3.7,Male
11.9,7,2,92.3,0.58,Female
66.8,5,13,161.6,1.47,Male
71.5,,18,180.4,,Male
92.6,,57,170.1,5,Female
81.8,,49,167.9,2.06,Male
91.5,,53,184,,Male
37.3,7,9,137.8,1.03,Male
18.2,5,5,109,1.02,Female
57.1,,80,152.6,2.18,Female
99.5,,51,182.6,3.3,Male
10.4,,1,,1.65,Female
,7,3,,3.17,Female
7.9,,0,,0.52,Female
63.5,,78,163.8,3.92,Female
12.6,0,2,,1.2,Male
17.1,7,2,96.1,0.38,Male
92.1,,37,156.4,1.36,Female
86.5,,68,177.2,,Male
30.6,3,10,134.4,2.24,Male
60.6,,36,155.5,0.48,Female
88.9,,53,177.5,5,Male
92.7,,24,177,1.83,Male
28.5,6,9,137,3.47,Female
82.1,,48,159.5,,Female
67.7,,67,160.1,1.36,Female
48.7,,56,161.1,1.88,Female
,,28,,5,Male
81.3,,27,155.9,1.26,Female
72.5,,80,167.6,5,Male
84.5,,16,171.1,2.22,Female
54.8,,59,159,1.57,Female
70.9,,80,153.2,1.53,Female
57.5,5,11,152.8,2.7,Male
53.9,3,15,160.5,0.74,Male
38.1,5,12,143.8,1.94,Female
60.7,,44,167,5,Female
56.5,3,15,158,2.48,Female
54.1,,24,161.3,2.66,Female
100.9,,53,175,2.47,Male
19.2,6,6,113.5,4.94,Male
20.7,4,4,111.6,0.3,Male
7.9,,0,,1.41,Female
94.6,,78,156,0.8,Female
14.5,7,5,100.1,1.47,Female
58.1,,30,165.5,0.74,Female
85.5,,36,166.2,1.24,Male
101.9,,48,162.7,4.72,Female
64.8,,36,147.5,,Female
85.5,,42,180,2.67,Male
162.1,,27,175.6,2.02,Female
93.2,,62,182,1.1,Male
9.5,,0,,1.29,Male
83,,48,189.9,3.7,Male
53.6,,53,161.8,5,Female
51.2,0,13,164,2.11,Male
71.9,,35,171,3.82,Female
88,,74,178.5,,Male
96.1,,18,167.6,1.61,Male
29.3,5,9,132.9,4.12,Male
127,3,14,181.6,0.69,Male
12.3,7,2,86.3,1.24,Male
47.7,,20,150.4,2.18,Female
20.7,5,5,116.8,1.89,Male
79.3,,48,169.9,4.28,Male
27.8,1,11,130.8,0.59,Male
82.7,,66,155.9,0.7,Female
85.9,,37,172.9,2.74,Male
64,3,14,159.3,2.04,Female
91.2,,20,165.8,0.82,Female
66.6,,16,163.7,2.2,Female
22.1,5,8,121.2,3.38,Female
114.6,,54,152.1,,Female
