Weight,Activity,Age,Height,Income,Sex
5.7,,0,,5,Female
23.9,0,6,120,0.75,Male
86.3,,68,162.7,4.21,Female
43.3,7,6,129.6,2.06,Female
43.7,7,9,143.8,0.34,Female
29.7,6,10,134.5,4.46,Female
69.4,,67,176.4,1.93,Male
9.8,7,2,,1.17,Male
60.1,,41,172.9,5,Female
59.2,,45,156.3,,Female
24,0,9,128.6,0.68,Male
25.6,4,5,121.1,3.09,Male
114.8,,28,167.9,2.89,Female
106.8,,62,158.5,1.24,Female
60.3,,28,160.3,5,Female
76.8,,70,156.5,3.14,Female
28.5,7,11,136.4,2.89,Male
97.1,,67,175.8,2.49,Male
49.4,3,12,157.9,0.49,Female
94.6,,20,167.2,5,Female
74.8,,38,157.2,,Male
80.7,,26,153.6,5,Female
59.4,,28,153.2,1.23,Female
8.2,,0,,,Male
76.1,,62,160.9,5,Female
90.1,,32,173.3,,Male
66.4,,60,160.8,5,Female
55,,56,165.1,5,Female
41.2,4,11,143.5,1.54,Female
62.6,5,11,149.2,3.52,Female
79.3,,54,159.8,0,Female
19.2,4,8,111.8,,Female
,2,3,,,Female
87.3,,51,164.9,5,Female
61.9,,64,163.2,1.65,Male
83.9,,32,157,0.9,Male
100.2,,71,160.2,,Female
105.8,,18,165.6,,Female
96.6,,50,170.5,1.27,Male
33.1,7,8,138.5,2.81,Female
89.7,,19,175.2,1.14,Male
81.1,,51,154.9,,Female
,,13,,1.19,Female
115.1,,53,178.6,1.77,Male
27.8,7,8,131,1.58,Male
10.7,,1,,,Male
83.3,,28,172.8,2.88,Female
95.1,,38,165.4,0.95,Female
66.6,4,14,164.2,1.56,Male
59.1,,18,179.1,0,Male
61.1,,61,160.4,5,Male
13.1,7,2,91.6,1.36,Male
35.5,7,10,138.1,0.87,Male
100.8,,64,167.4,,Male
119.6,,60,154.7,1.4,Female
60.1,,19,159.8,0.49,Female
86.3,,53,173.3,0.62,Male
63,,20,175.3,,Male
97.2,,32,171.9,0.42,Female
8.9,,0,,2.47,Male
91.3,,54,164.3,4.37,Female
30.3,5,11,146.3,5,Male
94.3,,72,185.3,5,Male
100.3,,24,184.8,2.99,Male
110.9,,54,174,,Male
69.2,7,12,162.5,2.11,Female
78.2,,40,174.9,0.21,Male
71,,69,159.9,2.2,Female
14.1,7,4,95.5,2.98,Male
124.8,,21,165.4,1.83,Female
168.6,,36,166.4,4.25,Female
82.3,,27,166.1,2.23,Female
82.3,,19,172.1,0.14,Male
78,,21,182.9,,Male
89.6,,73,157.8,1.38,Female
56.2,,23,170.2,2.53,Male
99,,31,180.7,4.67,Male
142.5,,30,169.1,2.85,Male
52.4,,17,172.6,5,Male
114,,49,161.9,3.7,Female
67.6,,33,176.8,2.27,Male
81.1,,68,166.1,0.84,Male
46.6,,22,167,4.04,Female
13,7,3,95,5,Male
86.8,,17,162.6,4.34,Female
95.8,,29,185.1,4.25,Male
57.2,,44,160.3,1.55,Female
94.5,,54,164.7,1.22,Female
8.9,,0,,5,Female
98.8,,29,155.6,3.62,Female
76.7,,34,171.9,2.06,Male
80.2,,27,173.6,1.74,Male
66.2,7,12,149.3,3.05,Male
89.5,,25,184.2,1.56,Male
94.1,,37,173.3,0.57,Male
64.2,,70,144.2,0.8,Female
21.7,7,5,117.5,0.82,Male
63.4,,18,163,,Female
84.4,,68,161.8,,Female
70.5,,33,160.5,5,Female
12.9,,1,,1.08,Female
21.6,3,8,123.6,4.66,Female
8.5,,0,,5,Male
71.1,,34,173.6,0,Male
79.7,,69,164.9,5,Male
101.5,,70,188.1,5,Male
65.1,,50,162.3,0.18,Male
79.2,5,15,177.4,3.52,Male
44.5,0,12,151.1,,Male
86.5,,24,177.2,1.37,Male
21.2,7,4,107.1,0.99,Male
72.5,,38,156.5,1.18,Female
93.3,,41,170.8,2.47,Female
68.2,,80,161.2,5,Male
74.8,,80,168.7,4.08,Male
11.3,,0,,3.41,Male
84.6,,48,155.6,3.29,Female
68.6,,53,159.7,2.48,Female
22.9,7,6,127.2,3.3,Male
119.2,,31,184.2,5,Male
75.3,0,13,167.3,1.58,Female
110.2,,57,178.9,2.97,Male
95.2,,43,174.7,1.24,Male
61.2,,20,158.4,3.55,Female
82,,30,172.1,1.69,Male
43.7,2,15,167.3,4.12,Male
133.6,,66,174.6,0.81,Female
16,7,2,97.9,3.22,Male
63.4,,38,154.6,4.04,Female
53.8,,43,153.7,5,Female
63.5,,20,166.3,5,Female
80.2,,60,183,,Male
37.7,7,7,130.9,1.24,Female
23.5,7,9,131.9,5,Female
67.5,2,13,159.4,2.82,Male
68.3,,43,161,0.43,Male
,,41,,4.98,Female
9.7,,1,,4.36,Male
68.5,7,12,170.4,1.09,Male
77.9,,53,185.6,1.19,Male
73,,54,165.9,0.85,Male
48.7,3,8,136.2,3.79,Male
11.4,,1,,0.86,Female
142.5,,19,161.4,1.98,Female
51.9,,22,174,3.92,Male
33.2,5,8,136.9,2.22,Male
20.2,7,6,114.8,5,Male
95.7,,36,177,2.99,Male
,7,2,,2.06,Male
48.1,,23,148.7,5,Female
54.1,0,11,140.2,0.72,Female
31.7,6,10,143.6,4.22,Female
10.9,,0,,5,Female
77.5,,22,173.5,2.74,Male
22.3,7,5,117.8,,Female
74.9,,46,159.4,0.92,Female
11.3,,0,,0.21,Male
27.2,7,7,125.2,0.98,Male
72.5,,51,165.9,5,Female
,7,10,,3.01,Male
81.9,,35,167.8,,Male
67.8,,59,167.2,5,Female
69.2,,29,170.6,2.75,Male
66.5,,58,155.4,0.95,Female
88.8,,44,182.3,5,Male
79.3,,22,153.9,1.6,Female
7.4,,0,,2.24,Female
42,0,7,131.2,0.46,Female
,7,4,,1.09,Male
83.9,,52,157.6,0.84,Female
103.8,,65,173.8,3.48,Female
120.3,,27,167.3,4.28,Female
25.2,7,8,126.6,3.87,Male
69.8,,32,172.5,0.92,Male
11.3,,1,,0.95,Male
71.1,,33,177.3,3.74,Male
34.5,4,11,145.8,3.15,Male
72,,17,180.3,,Male
61.7,,16,152.9,1.55,Female
65.4,,69,167.1,2.2,Female
63.7,,16,187.4,0.74,Male
21.6,6,6,124.1,5,Female
97.2,,52,175.8,3.64,Male
6.7,,0,,1.5,Female
70.1,,43,169.4,1.76,Male
54.5,,50,157,1.03,Male
11.2,7,2,85.4,5,Male
57.5,,16,164.4,3.51,Female
78.2,,71,151.7,1.07,Female
91.5,2,14,164.6,1.32,Male
20.1,7,2,95.2,1.65,Male
75.2,,24,165.7,0.93,Female
100.3,,54,175.4,5,Female
89.3,,51,176.7,,Female
90.8,,80,178.8,5,Male
25.9,7,7,134.3,0.99,Male
13.7,,1,,1.98,Female
12.8,7,2,91.7,2.98,Female
69.9,,36,177.5,1.68,Male
88.9,,57,167.8,4.7,Female
58,4,12,159.2,0.86,Female
112.7,,76,171.1,1.38,Male
30.3,7,10,139.2,5,Male
12.7,,1,,0.65,Male
64.4,,48,149.2,0,Female
71.2,,36,167.6,5,Female
,,14,,1.61,Male
61,,54,160.5,2.24,Female
73.9,0,12,171.6,1.05,Male
27.7,4,9,134.9,4.22,Female
76.7,,41,162,3.92,Female
28,7,9,128.8,3.3,Male
17.1,7,3,104.2,,Female
80.7,,69,149,2.39,Female
61,,80,159.9,,Male
76.4,,46,160.9,2.39,Female
38,7,11,140.3,1.05,Male
69.7,,25,160.8,2.23,Female
27.8,6,7,134.3,0.83,Male
104.7,,45,186.7,,Male
78.2,,48,175.9,2.76,Female
84.4,,20,178.6,0,Male
109.7,,49,178.9,4.73,Male
111,,30,183.3,5,Male
72.1,,19,186,0.07,Male
10.4,,1,,0.52,Female
104.6,,37,170.1,2.97,Male
22.3,7,6,122.7,0.77,Female
52.5,6,11,148.9,5,Male
50.9,3,14,167.6,1.69,Male
58.1,,80,149.1,2.38,Female
72,,72,152.5,0.57,Female
63.4,5,11,157.6,5,Male
173.4,,49,179.6,,Male
,7,5,,,Female
131,,17,176.1,0.12,Male
9.6,4,2,,1.74,Male
,,73,,2.81,Female
58.5,5,13,166.1,1.19,Male
10.8,,1,,,Male
14.4,7,2,95,5,Male
51,5,15,162.6,5,Female
85.8,,24,169.1,3.54,Male
88.6,,72,162.6,1.32,Female
15,7,4,97.8,1.07,Male
49.7,5,12,155.5,1.23,Male
90.5,,34,175.3,1.32,Male
74.5,,59,150.1,3.09,Female
89.5,,63,159.1,,Female
72.2,,63,165.4,1.59,Male
60.5,,17,163.7,0.75,Male
52.2,,39,155.5,1.25,Female
81.3,,61,163.9,0.88,Female
,,19,,1.47,Female
,,70,,1.14,Male
50.3,,37,161.2,1.73,Female
73.6,,53,167.7,1.79,Male
18.6,5,4,106.1,1.76,Female
75.8,,75,170.1,,Male
69.3,,34,166.2,,Female
74.1,,43,172.2,0,Male
74.3,4,15,176.9,5,Male
50.3,,46,165.7,3.17,Female
69,,67,158.1,0.75,Female
59.4,,17,169.9,1.54,Female
61.2,,17,161.1,2,Female
87.3,,41,173.6,2.26,Male
70.9,,36,173.7,,Male
25.8,7,7,120.1,1.13,Female
89.5,,56,170.9,5,Female
93.2,,70,174.1,0.71,Male
88.3,1,13,162.1,,Female
71.8,,57,156.1,0,Female
12.2,,1,,,Male
88.3,,54,173.4,2.48,Male
56.1,,80,160.7,0.87,Female
54.2,,71,147.8,1.52,Female
7.4,,0,,5,Female
74.8,,59,172.8,2.93,Male
15.9,7,4,95.3,,Male
13.5,3,4,105.1,1.23,Male
,,60,,0.6,Male
92.6,,64,170.6,2.23,Male
110,,43,158.9,,Female
,,16,,0.84,Female
115.2,,44,164.9,3.52,Female
97.5,,69,162.6,1.53,Female
99.1,,28,179.3,5,Male
59.5,,14,167.2,1.77,Male
31.8,4,6,121.4,2.02,Male
59.7,,27,155.6,2.97,Female
25.9,5,8,132.7,0.49,Male
21.7,5,4,113,2.06,Male
29.2,7,10,129.9,2.64,Female
67.4,,50,159.5,4.25,Female
71.7,,22,170.3,0.87,Male
40.3,7,10,142.3,5,Male
18.8,5,7,112.6,0.63,Male
62.8,,26,167.1,5,Male
85.5,,47,155.6,0.02,Female
13.6,7,3,100.3,0.82,Female
67.7,,58,145.7,1.96,Female
83.5,,29,175.8,0.87,Male
74.8,,39,185.3,1.62,Male
11.9,,1,,0.7,Male
54.7,,28,174,3.72,Male
145.8,,35,178.3,1.69,Male
76.3,,28,161,,Female
89.4,,78,168.2,,Female
95.8,,50,173.7,5,Male
114.3,,51,180.1,0.95,Male
5.2,,0,,0.41,Female
21.6,5,5,115.5,5,Female
103.6,,37,187.5,2.67,Male
13.3,7,2,88.8,1.84,Male
11.7,4,2,87.4,0.41,Male
103.8,,60,184,5,Male
84.3,,27,177.7,2.64,Male
33.6,2,11,147,1.73,Female
18.8,7,4,107.2,0.87,Male
85.4,,45,175.1,2.7,Male
4.9,,0,,1.34,Female
23,7,7,122.8,0.92,Female
98,,75,177.2,4.71,Male
37.6,1,11,149.6,0.74,Male
62.8,,42,163.3,1.65,Female
11,,0,,0.31,Female
17.9,0,3,102.7,0.18,Male
113.2,,66,159.4,1,Male
13.7,7,2,90.8,1.03,Male
28.6,1,6,117.4,,Female
83,,20,169.3,0.59,Female
,,61,,2.39,Female
10.8,,1,,0.46,Female
49.4,1,14,148.9,,Female
109.5,,62,163.1,,Female
85.2,,61,181.6,,Male
70.4,,55,178,,Male
55.7,,18,167.9,0.02,Male
78.3,,35,172.8,1.36,Female
92.8,,74,165.9,0.67,Female
91.4,,51,161.1,1.41,Male
13,7,3,93.2,2.5,Female
,,56,,2.58,Female
75.8,,72,159,,Female
85.1,,47,180.2,5,Male
77.9,,38,167.9,1.32,Male
61.6,,56,161.4,1.01,Female
98.1,,44,172.9,1.07,Male
66.1,,17,160.5,0.8,Female
130,,70,151.6,1.47,Female
108.8,,32,176.1,1.17,Male
80.9,,63,171.4,5,Male
53.9,,30,155.4,3.25,Female
65.4,,44,144.7,4.52,Female
69.7,,16,161.7,5,Female
66.9,,62,171.3,5,Male
76.2,,21,181.6,0.93,Male
11.1,,1,,1,Female
64.1,,32,171.5,4.61,Male
63.4,,58,170.4,5,Male
82.6,,55,168.8,2.11,Female
107.5,,24,149.4,0.77,Female
99,,66,170.4,1.26,Male
83.6,,24,170.3,4.61,Male
93.5,,80,181.7,,Male
51.8,5,12,159.6,1.41,Female
57.9,,70,143.4,2.5,Female
83.6,,48,155.9,3.45,Female
91.5,,47,181,1.77,Male
27.1,5,6,127,2.15,Female
115.5,,44,179.1,1.47,Male
6.9,,0,,0.59,Male
118.3,,49,179.6,5,Male
44.3,,12,153.8,,Male
14.2,7,2,93.6,,Female
71,,47,153.2,4.12,Female
24.5,7,8,125.3,3.51,Male
,7,5,,0.92,Female
94.2,,31,162.7,2.57,Female
72.3,,50,170.4,3.25,Male
21,3,5,116.3,1.91,Male
98.1,,76,177.2,3.68,Male
67.2,,45,152.9,1.78,Male
25.6,5,7,123.7,1.23,Male
87.3,,26,167,1.89,Female
53.2,,18,181.4,0.3,Male
66.7,,57,174.9,0.87,Male
15.7,7,2,98.7,2.06,Male
17.8,5,4,104.5,1.87,Female
74.7,,29,153.1,3.81,Female
26.1,3,7,128,,Female
,,1,,2.88,Female
62.5,,51,158.6,1.03,Male
47.9,,19,162.5,1.38,Female
53.6,,70,151.5,3.25,Female
100.1,,17,152.7,1.44,Female
71.1,,29,162.5,1.14,Female
4.2,,0,,1.48,Male
11.1,,1,,1.52,Male
,,30,,0.33,Male
59.7,,53,145.9,1.3,Female
100.9,,43,166,3.22,Female
71.7,,18,167.8,1.96,Male
,,61,,0.43,Female
12.2,,1,,3.7,Male
91.7,,33,164.5,1.73,Female
,,32,,2.99,Female
58.9,1,15,160.5,2.49,Female
94.9,,31,163.4,2.22,Female
75.3,,70,158,3.75,Female
76.8,,76,174.5,0.67,Male
86.5,,31,158.2,2.06,Female
94.6,,22,174.5,,Male
50.8,7,10,139.4,1.65,Male
21.1,7,3,109.7,2.53,Female
107.1,,78,178.1,1.35,Male
71.1,3,8,143.6,0.45,Female
111.8,,24,184.5,1.25,Male
6,,0,,5,Male
134.2,,44,162.5,5,Female
11.2,,1,,3.87,Female
96.7,,49,168.4,3.72,Female
90.3,,49,174.5,4.04,Male
22.5,7,5,116.5,1.48,Male
6.4,,0,,1.65,Female
24,7,7,128.2,0.18,Male
77.7,,80,158.8,3.39,Female
82.9,,57,161.2,5,Female
62.3,,56,159.8,5,Female
30.2,6,9,136.8,3.47,Female
10.6,,1,,0,Female
87.8,,54,157.8,1.34,Female
6.6,,0,,2.99,Male
92.3,,55,148.8,0.88,Female
131.1,,35,171.8,3.73,Male
,7,3,,1.16,Male
65.8,7,10,147.6,1.87,Female
125.6,,38,188.4,2.35,Male
,,80,,,Female
69.8,,52,150.8,2.87,Female
21.6,3,4,111,0.65,Male
53,,80,161,3.87,Male
79,,26,185,0.76,Male
60.9,,52,159.8,1.87,Female
100.9,,39,184.2,3.99,Male
140.9,,25,181.8,4.71,Male
87.4,,34,169.1,2.82,Male
20.1,7,5,112.9,0.61,Male
67.1,,25,154.2,0.91,Female
140.4,,57,181.8,2.24,Male
46.2,4,14,161.7,2.24,Female
67.6,,19,167.9,2.24,Female
,5,3,,3.48,Female
141.9,,67,157.5,1.02,Female
65,,45,156.6,1.54,Female
30.9,3,6,121,0.98,Female
81.3,,25,158.3,5,Female
66.4,3,11,159.2,2.64,Male
67.4,,57,167.1,2.69,Male
30.1,7,7,128.6,,Female
9.3,,1,,1.86,Female
9.3,,0,,0.17,Female
92.5,,42,163.7,0.83,Female
33,7,5,114.9,0.18,Male
61,,19,171.1,,Male
6.4,,0,,,Male
115.9,,52,174.6,2.31,Female
47.7,,53,148.9,1.03,Female
181.5,,36,177.2,2.06,Male
61.5,3,13,156.6,1.22,Female
,,32,,2.58,Male
86.1,,80,169.7,5,Male
84.4,,63,160.8,3.73,Female
,,48,,0.25,Female
70.2,3,12,158.2,0.55,Female
100.9,,19,171.6,5,Male
11.8,,1,,3.6,Male
,,58,,,Female
4.9,,0,,0.63,Male
44.9,7,15,153.5,0.02,Male
,,30,,1.58,Female
32.4,,80,137.4,2.36,Female
82.4,,30,176.9,4.63,Female
80.2,,32,169.1,1.98,Female
72.8,,17,181.5,,Male
63.7,,15,166.4,2.22,Female
77.5,,60,166.7,1.28,Male
14.5,7,2,93.4,,Female
61.7,,80,144.3,0.85,Female
71.4,,19,176.3,2.55,Male
,,39,,3.52,Male
114.2,,51,178.7,4.14,Male
104.1,,39,169.6,0.91,Female
,2,7,,2.93,Male
64.3,,61,154.2,1.75,Female
65.2,,24,192.9,0.84,Male
11.2,,1,,5,Female
71.6,,60,178.3,5,Male
65.5,,65,177,5,Male
71.5,,67,159.2,4,Female
27.8,2,8,132.7,0.31,Female
34.9,2,10,134.1,5,Male
22.6,7,6,,2.82,Male
155.9,,44,175.6,3.33,Male
66,,54,169.7,0.56,Male
93.9,,73,154.5,,Female
66.9,0,15,149.8,1.23,Female
57.1,,43,160.2,0.25,Female
72.3,1,12,166.4,2.36,Male
73.3,,35,165.1,3.3,Male
79,,77,158.5,1.09,Female
51.3,4,11,148.1,1.84,Female
72.5,,17,170.5,1.41,Male
91.4,,37,175.9,1.85,Male
114.2,,17,168.6,0.56,Male
40.5,7,6,120.1,0.51,Female
64.9,,68,148.9,1.9,Female
73.2,,80,177.6,2.04,Male
62.8,,24,155.2,1.98,Female
61.4,,16,155.8,1,Female
26.4,7,8,128.9,0.18,Male
70.2,,16,169.1,5,Female
11.9,,0,,1.76,Male
55.8,,30,155.9,5,Female
86.3,,48,174,5,Male
64.7,,19,176.2,1.57,Male
74.7,,43,166.7,1.41,Female
59.1,,17,174.9,0.95,Male
75,,57,169,0.56,Male
70.1,,67,150.3,1.29,Female
105.4,,66,171.8,4.91,Male
61.7,,36,162,0.98,Male
77.5,,39,169.6,1.86,Male
120.1,,71,166.5,0.65,Male
58.1,7,10,148.9,1.23,Female
99.3,,39,170.5,,Male
84.4,,42,183.4,3.51,Male
61.5,,30,143.7,0.86,Female
26,7,7,116.6,0.46,Female
17.3,0,6,111,1.34,Female
114.4,,41,156.3,5,Female
69.4,7,13,167.2,0.74,Male
78.7,,23,167.1,5,Female
10.6,,1,,0.25,Male
16.9,3,5,101,0.7,Male
79.9,,58,164.7,2.97,Male
15.5,7,3,96.1,1.47,Male
50.1,,16,164,1.53,Male
99.5,,69,173.2,3.87,Male
153.6,,63,177.3,0.17,Male
9.6,,1,,0.27,Female
85.2,,63,162.9,2.53,Female
,,38,,,Male
37.2,7,8,140.4,5,Male
55.2,,65,161.8,1.33,Female
94.3,,17,161.8,2.46,Female
63.4,5,13,173.5,2.46,Male
48.5,4,12,156.6,,Male
14.8,3,5,100.6,0.7,Male
67.7,,68,166.3,3.83,Male
85.5,,55,177.6,3.37,Male
87.5,,50,167.9,,Male
102.9,,22,175,2.78,Male
11.6,0,2,86.2,1.31,Female
13.4,5,2,92.2,4.94,Male
70.3,6,15,180.8,2,Male
54.8,0,11,146.2,0,Female
77.1,,68,143.1,,Female
86.6,,52,163.6,0.75,Female
111.9,,68,183.1,0.52,Male
65.2,,20,166.8,0.7,Male
73.9,,17,166.3,0.34,Male
35.2,4,11,147.3,1.76,Female
87.4,,51,161.8,1.81,Female
5.3,,0,,3.22,Female
73.3,,52,163.3,1.02,Male
8.6,,0,,0.46,Female
54.8,,30,151.2,5,Female
97.6,,52,161,0.87,Female
76,,16,163.3,3.48,Male
69.1,,55,151.2,2.48,Female
58.9,,74,154,0.97,Male
139.6,,71,184.8,1.29,Male
14.1,7,2,90.3,2.1,Female
86.8,7,12,161.2,0.83,Female
46.5,,32,157.7,2.47,Female
95.6,,50,172.6,2.27,Male
17.5,0,4,105.8,0.37,Female
48.4,3,12,146.6,0.84,Female
10.7,,1,,5,Male
101.2,,62,169.2,0.76,Female
94.6,,80,181.4,5,Male
81.2,,20,185.3,0.42,Male
56.1,7,10,151.7,3.17,Male
65.1,7,10,149,0.33,Female
58.3,,48,150.2,1.85,Female
54.3,0,13,164.5,1.1,Male
122.3,,58,187.7,4.7,Male
70.5,,67,155,1.25,Female
,,1,,4.79,Female
89.1,,80,168.8,3.4,Male
8,,0,,,Female
59,,17,162.6,2.46,Female
97,,36,172.6,2.06,Male
131.1,,29,182.7,0.8,Male
49.9,4,11,145.7,1.72,Male
63.8,,17,175.2,,Male
8.8,,0,,0.33,Male
81.1,4,13,163.1,,Male
30.4,1,7,129.5,1,Female
39.4,7,8,130.4,1.58,Female
,,74,,1.53,Female
60.2,,46,159.2,2.02,Female
66.4,,46,152.1,1.42,Female
76.5,,33,173.4,2.99,Male
80.3,,70,166.5,,Male
,,38,,5,Male
145.8,,72,169.9,2.51,Male
62.5,,17,166.1,,Female
82.6,,67,166.1,1.52,Female
71.2,,51,177.9,1.07,Male
98.1,,80,173.1,1.85,Male
69.6,,48,149.6,0.52,Female
81.8,,32,183,1.2,Male
99.3,,61,160.1,1.14,Female
9.6,,0,,2.63,Male
66.8,,17,169.7,2.23,Female
13,,1,,0,Female
9.3,,1,,1.14,Female
14.1,7,3,91.4,1.51,Female
12.5,,0,,1.23,Male
88.3,,25,157.8,2.19,Female
26.7,4,4,115.8,0.31,Female
63.2,,65,158.5,0.2,Male
67.9,,16,165.5,5,Female
67.1,,48,173,5,Female
68.7,,70,163,5,Female
58.1,,54,164.5,0,Male
54.8,7,11,155.9,1.4,Male
22.4,5,4,109.2,2.3,Male
62.5,,29,157.1,5,Male
53.6,3,14,157.5,0.21,Male
19.1,6,5,110.7,1.78,Female
,,55,,1.19,Female
24.4,7,4,119.1,2.06,Male
63.8,,16,149.8,1.13,Female
70.3,4,12,158.4,1.83,Female
,,77,,,Male
59.3,,46,166.4,3.36,Female
65,,75,158.6,0.81,Female
73.9,,75,169.9,5,Male
76.9,,68,161.3,2.62,Female
119.3,,29,170.4,4.71,Female
61,,46,152.5,2.18,Female
106,,44,161.7,2.1,Female
96.5,,31,185.7,5,Male
16.1,7,4,102.1,1.5,Female
33.2,5,11,135.7,1.86,Male
37.4,7,9,142.6,0.34,Female
9.1,,0,,3.7,Female
53.1,,70,168.9,3.37,Female
70.8,,56,143.7,2.97,Female
14.9,0,4,99.6,1.28,Male
94.4,,35,182.3,3.77,Male
59,0,12,150.7,1.23,Female
28.7,6,8,143.1,5,Male
93.2,,75,181,5,Male
38,7,12,156.6,5,Male
89.1,,74,182.8,4.25,Male
128.2,,49,180.5,5,Male
3.7,,0,,1.85,Female
83.1,,26,154,,Female
82,,42,167.1,3.29,Female
107.6,,49,172.1,0.6,Female
48.3,,48,151.2,1.03,Female
61.6,,20,168,,Male
16.3,2,4,100,,Female
122.1,,57,159.7,,Female
57.4,,63,149.1,4.65,Female
101.2,,80,179.7,4.99,Male
22.8,7,4,110.4,3,Female
34.7,7,8,127.9,0.85,Male
82.3,,80,171.1,1.05,Male
,,26,,,Female
,,23,,1.65,Female
12.3,7,2,94.3,3.4,Female
41.5,,20,157.8,,Female
59.4,0,10,158.1,1.72,Female
24.9,6,8,129.9,2.96,Female
102.9,,45,166.3,0.97,Female
7.5,,0,,3.07,Male
61.7,,49,163.6,5,Male
60,,67,156.6,1.96,Female
,,80,,,Female
,,35,,2.46,Female
90.4,,27,180.5,4.22,Male
98,,57,156.6,0.72,Female
69.9,,65,164.3,0.82,Male
98,,45,183.6,5,Male
19,7,4,104,0.61,Female
81.4,,45,172,3.72,Male
48,,26,155.3,2.47,Female
104.6,,54,167.1,0.94,Male
46.4,,41,160,5,Female
12.1,,1,,1.52,Male
32,6,11,141.6,1.59,Female
,6,5,,4.23,Male
75.1,,20,166.1,1.56,Female
22.3,7,4,111.4,5,Male
,,60,,1.06,Female
8.4,,0,,0.95,Female
108.7,,38,178.2,5,Male
88.4,,20,154.1,0,Male
39.3,6,10,124.2,0.12,Male
60.5,,47,150.5,2.53,Female
95.4,,50,175.7,0.18,Male
95,,58,165.9,,Female
76.2,,17,182.8,1.23,Male
75.9,,48,182.6,0.84,Male
98.1,,44,166.8,0,Male
95.4,,62,179.1,2.95,Male
94.3,,64,178.9,0.82,Male
54,,25,157.7,,Female
62.9,,41,163,0.56,Female
97.9,,74,180,5,Male
14.5,7,2,89.8,1.29,Male
,7,6,,0.06,Male
72.7,,49,152.8,1.23,Male
73.9,,55,172.7,5,Male
,,78,,4.37,Male
64,,19,170.2,1.48,Female
86.6,,55,172.3,5,Male
25.9,7,7,121.7,4.12,Female
,,31,,3.84,Female
24.4,7,3,106.8,1,Male
78.6,,51,171,0.63,Male
24.4,7,7,124.1,0.27,Male
24.4,7,6,115.6,0.61,Male
77.9,,80,153.6,0.9,Female
11,7,2,81.3,4.61,Male
111.1,,34,168.7,0.1,Female
122.4,,68,156.9,1.5,Female
43,7,9,141.5,1.81,Female
83.8,,55,169.8,3.14,Female
91.9,,78,180.1,,Male
84.2,,15,165.6,4.18,Female
108.6,,51,181.8,,Male
22.9,7,5,116.1,0.33,Female
101.4,,56,180.4,2.72,Male
21.7,7,5,116.6,0.38,Female
88.4,,61,165.9,1.87,Female
90.2,,20,177.9,,Male
88.7,,63,170.1,2.82,Male
82.8,,25,164,1.85,Female
107.4,,70,149.2,4.44,Female
69.8,,38,170.4,5,Male
102.8,,34,187,1.72,Male
62,,39,179.6,5,Male
12.9,7,2,88.6,1.14,Male
59.4,,67,161.9,5,Female
107.6,,53,178.5,5,Male
78.1,,38,177.7,2.97,Male
66.5,,23,155.8,1.3,Female
124.7,,74,155.4,1.07,Female
117.7,,22,188.6,1.74,Male
,,76,,0.88,Female
61,,62,162.2,3.45,Female
52.2,,30,157.4,2.53,Female
,,35,,0.69,Female
87.9,,39,181,1.1,Male
56.1,0,14,157.8,0.85,Female
27.2,7,7,132.7,0.58,Male
79.6,,21,181.7,0.84,Male
61.1,,51,154.8,5,Female
100.1,,80,165.9,,Female
73.9,,65,159.5,,Female
85.9,,38,166.5,,Male
80.7,,62,165.9,1.1,Male
75.1,,22,161.7,0.92,Male
89.6,,30,160.6,1.49,Female
78.2,,47,178.9,0.45,Male
18.8,2,5,111.8,2.11,Female
70.2,,20,167.1,0.02,Male
20.9,3,4,109.1,0,Female
63.9,,52,148,2.83,Female
72,,17,154.9,1.76,Female
57.6,,66,173.5,1.25,Male
68.8,,74,153,0.76,Female
6.6,,0,,2.03,Female
83,,61,154.6,1.32,Female
137.9,,32,190.3,5,Male
114.7,,18,167.6,2.5,Female
79.2,,25,173.5,1.58,Male
44.7,5,11,152.2,2.29,Male
88.2,,56,161.8,2.74,Female
38,5,10,144.5,1.41,Female
112.8,,28,185.6,5,Male
90,,31,177.9,5,Male
99.2,,27,166.9,0.68,Female
16.1,7,3,105.8,4.22,Female
56.8,,46,161.9,5,Female
58.6,,68,153.6,2.58,Female
44.3,7,7,127.1,1.06,Male
10.6,,0,,0.69,Female
16.6,7,4,101.1,1.47,Male
69.3,,17,171.5,1.58,Male
65.7,,61,161,2.97,Female
107.6,,54,168.6,1.24,Male
33.3,5,3,114.4,,Male
54.8,1,13,158,1.07,Male
113.3,,67,173.4,5,Male
54.1,,73,166.2,1.59,Male
28,7,10,136.8,0.77,Male
68.6,,65,161,1.78,Female
89.5,,66,169.3,5,Female
63.4,,40,151.9,0.11,Female
11.3,,1,,,Female
111.8,,29,178,2.44,Female
50.2,,48,159.2,1.02,Female
101.7,,62,175.3,2.97,Male
103.2,,37,168.6,5,Female
113.1,,29,180.7,3.41,Male
62.3,,39,173.4,2,Male
91.5,,54,151.7,2.26,Female
72.3,,71,165.7,0.35,Female
91.4,,47,159.6,1.36,Female
75.6,,55,168,5,Male
146.6,,60,187.7,4.38,Male
113.7,,62,176.8,2.79,Male
45.8,,26,145.4,1.32,Female
137.5,,50,149.3,1.68,Female
4.4,,0,,0.61,Female
56.8,,18,157.6,1.77,Female
49.2,,72,161.1,,Male
